gamma,mu,lam,eps,E_err,P_err,score,time,status
1e-06,1e-06,1e-06,1e-06,0.3939,0.3755,0.0,7.532,optimal
1e-06,1e-06,1e-05,1e-06,0.3939,0.3755,0.0,11.429,optimal
1e-06,1e-06,0.0001,1e-06,0.394,0.3756,0.0,0.165,optimal
1e-06,1e-06,0.001,1e-06,0.3947,0.3761,0.001,0.281,optimal
1e-06,1e-06,0.01,1e-06,0.3951,0.3765,0.001,1.781,optimal
1e-06,1e-06,0.1,1e-06,0.4041,0.3839,0.008,1.677,optimal
1e-06,1e-06,1.0,1e-06,0.434,0.4122,0.029,0.627,optimal
1e-06,1e-06,10.0,1e-06,0.4216,0.43,0.051,0.52,optimal
1e-06,1e-06,100.0,1e-06,0.2658,0.3846,0.115,0.402,optimal
1e-06,1e-06,1000.0,1e-06,-0.036,0.2589,0.321,5.949,optimal
1e-06,1e-06,10000.0,1e-06,-0.0367,0.2653,0.34,2.371,optimal
1e-06,1e-06,100000.0,1e-06,-0.0367,0.2653,0.34,5.356,optimal
1e-06,1e-06,1000000.0,1e-06,-0.0367,0.2653,0.34,7.065,optimal
1e-06,1e-05,1e-06,1e-06,0.3939,0.3755,0.0,7.221,optimal
1e-06,1e-05,1e-05,1e-06,0.3939,0.3755,0.0,12.063,optimal
1e-06,1e-05,0.0001,1e-06,0.394,0.3756,0.0,0.183,optimal
1e-06,1e-05,0.001,1e-06,0.3947,0.3761,0.001,0.319,optimal
1e-06,1e-05,0.01,1e-06,0.3951,0.3765,0.001,2.019,optimal
1e-06,1e-05,0.1,1e-06,0.4041,0.3839,0.008,1.758,optimal
1e-06,1e-05,1.0,1e-06,0.434,0.4122,0.029,0.666,optimal
1e-06,1e-05,10.0,1e-06,0.4216,0.43,0.051,0.537,optimal
1e-06,1e-05,100.0,1e-06,0.2658,0.3846,0.115,0.42,optimal
1e-06,1e-05,1000.0,1e-06,-0.036,0.2589,0.321,6.331,optimal
1e-06,1e-05,10000.0,1e-06,-0.0367,0.2653,0.34,2.518,optimal
1e-06,1e-05,100000.0,1e-06,-0.0367,0.2653,0.34,5.455,optimal
1e-06,1e-05,1000000.0,1e-06,-0.0367,0.2653,0.34,7.073,optimal
1e-06,0.0001,1e-06,1e-06,0.3939,0.3755,0.0,7.351,optimal
1e-06,0.0001,1e-05,1e-06,0.3939,0.3755,0.0,20.446,optimal
1e-06,0.0001,0.0001,1e-06,0.394,0.3756,0.0,0.168,optimal
1e-06,0.0001,0.001,1e-06,0.3949,0.3763,0.002,0.166,optimal
1e-06,0.0001,0.01,1e-06,0.3952,0.3765,0.002,2.154,optimal
1e-06,0.0001,0.1,1e-06,0.4042,0.3839,0.008,1.759,optimal
1e-06,0.0001,1.0,1e-06,0.434,0.4122,0.029,0.661,optimal
1e-06,0.0001,10.0,1e-06,0.4216,0.43,0.051,0.538,optimal
1e-06,0.0001,100.0,1e-06,0.2658,0.3846,0.115,0.779,optimal
1e-06,0.0001,1000.0,1e-06,-0.036,0.2589,0.321,9.274,optimal
1e-06,0.0001,10000.0,1e-06,-0.0367,0.2653,0.34,3.905,optimal
1e-06,0.0001,100000.0,1e-06,-0.0367,0.2653,0.34,4.709,optimal
1e-06,0.0001,1000000.0,1e-06,-0.0367,0.2653,0.34,5.522,optimal
1e-06,0.001,1e-06,1e-06,0.3939,0.3755,0.0,7.272,optimal
1e-06,0.001,1e-05,1e-06,0.3939,0.3755,0.0,3.591,optimal
1e-06,0.001,0.0001,1e-06,0.3939,0.3755,0.0,0.163,optimal
1e-06,0.001,0.001,1e-06,0.3941,0.3757,0.001,0.28,optimal
1e-06,0.001,0.01,1e-06,0.3951,0.3765,0.001,1.684,optimal
1e-06,0.001,0.1,1e-06,0.4041,0.3839,0.008,1.322,optimal
1e-06,0.001,1.0,1e-06,0.434,0.4122,0.029,0.636,optimal
1e-06,0.001,10.0,1e-06,0.4216,0.43,0.051,0.511,optimal
1e-06,0.001,100.0,1e-06,0.2658,0.3846,0.115,0.762,optimal
1e-06,0.001,1000.0,1e-06,-0.036,0.2589,0.321,8.287,optimal
1e-06,0.001,10000.0,1e-06,-0.0367,0.2653,0.34,3.308,optimal
1e-06,0.001,100000.0,1e-06,-0.0367,0.2653,0.34,18.2,optimal
1e-06,0.001,1000000.0,1e-06,-0.0367,0.2653,0.34,5.297,optimal
1e-06,0.01,1e-06,1e-06,0.3939,0.3755,0.0,7.514,optimal
1e-06,0.01,1e-05,1e-06,0.3935,0.3752,0.001,2.207,optimal
1e-06,0.01,0.0001,1e-06,0.3939,0.3755,0.001,0.174,optimal
1e-06,0.01,0.001,1e-06,0.3941,0.3756,0.001,0.296,optimal
1e-06,0.01,0.01,1e-06,0.3951,0.3764,0.002,0.661,optimal
1e-06,0.01,0.1,1e-06,0.4041,0.3839,0.008,2.99,optimal
1e-06,0.01,1.0,1e-06,0.434,0.4122,0.029,0.909,optimal
1e-06,0.01,10.0,1e-06,0.4216,0.43,0.051,0.534,optimal
1e-06,0.01,100.0,1e-06,0.2658,0.3846,0.115,0.658,optimal
1e-06,0.01,1000.0,1e-06,-0.036,0.2589,0.321,6.415,optimal
1e-06,0.01,10000.0,1e-06,-0.0367,0.2653,0.34,3.28,optimal
1e-06,0.01,100000.0,1e-06,-0.0367,0.2653,0.34,4.673,optimal
1e-06,0.01,1000000.0,1e-06,-0.0367,0.2653,0.34,3.945,optimal
1e-06,0.1,1e-06,1e-06,0.3939,0.3755,0.0,7.116,optimal
1e-06,0.1,1e-05,1e-06,0.3948,0.3762,0.002,2.056,optimal
1e-06,0.1,0.0001,1e-06,0.3939,0.3755,0.0,0.505,optimal
1e-06,0.1,0.001,1e-06,0.394,0.3756,0.0,0.164,optimal
1e-06,0.1,0.01,1e-06,0.3951,0.3764,0.002,0.394,optimal
1e-06,0.1,0.1,1e-06,0.4041,0.3839,0.008,1.081,optimal
1e-06,0.1,1.0,1e-06,0.434,0.4122,0.029,0.626,optimal
1e-06,0.1,10.0,1e-06,0.4216,0.43,0.051,0.513,optimal
1e-06,0.1,100.0,1e-06,0.2658,0.3846,0.115,0.51,optimal
1e-06,0.1,1000.0,1e-06,-0.036,0.2589,0.321,10.948,optimal
1e-06,0.1,10000.0,1e-06,-0.0367,0.2653,0.34,3.526,optimal
1e-06,0.1,100000.0,1e-06,-0.0367,0.2653,0.34,4.224,optimal
1e-06,0.1,1000000.0,1e-06,-0.0367,0.2653,0.34,3.745,optimal
1e-06,1.0,1e-06,1e-06,0.3939,0.3755,0.0,6.856,optimal
1e-06,1.0,1e-05,1e-06,0.394,0.3756,0.001,1.48,optimal
1e-06,1.0,0.0001,1e-06,0.3941,0.3756,0.001,0.163,optimal
1e-06,1.0,0.001,1e-06,0.3941,0.3756,0.0,0.163,optimal
1e-06,1.0,0.01,1e-06,0.395,0.3764,0.001,0.161,optimal
1e-06,1.0,0.1,1e-06,0.4042,0.3839,0.008,0.506,optimal
1e-06,1.0,1.0,1e-06,0.434,0.4122,0.029,0.513,optimal
1e-06,1.0,10.0,1e-06,0.4216,0.43,0.051,0.514,optimal
1e-06,1.0,100.0,1e-06,0.2658,0.3846,0.115,0.275,optimal
1e-06,1.0,1000.0,1e-06,-0.036,0.2589,0.321,7.482,optimal
1e-06,1.0,10000.0,1e-06,-0.0367,0.2653,0.34,3.849,optimal
1e-06,1.0,100000.0,1e-06,-0.0367,0.2653,0.34,12.927,optimal
1e-06,1.0,1000000.0,1e-06,-0.0367,0.2653,0.34,4.861,optimal
1e-06,10.0,1e-06,1e-06,0.3939,0.3755,0.0,7.206,optimal
1e-06,10.0,1e-05,1e-06,0.3943,0.3758,0.001,1.412,optimal
1e-06,10.0,0.0001,1e-06,0.3943,0.3758,0.001,0.172,optimal
1e-06,10.0,0.001,1e-06,0.3942,0.3758,0.001,0.173,optimal
1e-06,10.0,0.01,1e-06,0.3951,0.3764,0.001,0.17,optimal
1e-06,10.0,0.1,1e-06,0.4041,0.3838,0.008,0.533,optimal
1e-06,10.0,1.0,1e-06,0.434,0.4122,0.029,0.425,optimal
1e-06,10.0,10.0,1e-06,0.4216,0.43,0.051,0.535,optimal
1e-06,10.0,100.0,1e-06,0.2658,0.3846,0.115,0.291,optimal
1e-06,10.0,1000.0,1e-06,-0.036,0.2589,0.321,6.825,optimal
1e-06,10.0,10000.0,1e-06,-0.0367,0.2653,0.34,3.404,optimal
1e-06,10.0,100000.0,1e-06,-0.0367,0.2653,0.34,17.205,optimal
1e-06,10.0,1000000.0,1e-06,-0.0367,0.2653,0.34,4.577,optimal
1e-06,100.0,1e-06,1e-06,0.3939,0.3755,0.0,6.576,optimal
1e-06,100.0,1e-05,1e-06,0.3951,0.3764,0.002,1.331,optimal
1e-06,100.0,0.0001,1e-06,0.3947,0.3761,0.001,0.171,optimal
1e-06,100.0,0.001,1e-06,0.3945,0.376,0.001,0.17,optimal
1e-06,100.0,0.01,1e-06,0.3952,0.3765,0.001,0.17,optimal
1e-06,100.0,0.1,1e-06,0.404,0.3838,0.008,0.539,optimal
1e-06,100.0,1.0,1e-06,0.434,0.4122,0.029,0.91,optimal
1e-06,100.0,10.0,1e-06,0.4216,0.43,0.051,0.294,optimal
1e-06,100.0,100.0,1e-06,0.2658,0.3846,0.115,0.543,optimal
1e-06,100.0,1000.0,1e-06,-0.036,0.2589,0.321,7.428,optimal
1e-06,100.0,10000.0,1e-06,-0.0367,0.2653,0.34,5.249,optimal
1e-06,100.0,100000.0,1e-06,-0.0367,0.2653,0.34,10.074,optimal
1e-06,100.0,1000000.0,1e-06,-0.0367,0.2653,0.34,6.638,optimal
1e-06,1000.0,1e-06,1e-06,0.3939,0.3755,0.0,6.313,optimal
1e-06,1000.0,1e-05,1e-06,0.4063,0.3858,0.009,0.996,optimal
1e-06,1000.0,0.0001,1e-06,0.4035,0.3834,0.008,0.164,optimal
1e-06,1000.0,0.001,1e-06,0.4018,0.382,0.007,0.162,optimal
1e-06,1000.0,0.01,1e-06,0.401,0.3813,0.006,0.161,optimal
1e-06,1000.0,0.1,1e-06,0.4046,0.3844,0.007,0.396,optimal
1e-06,1000.0,1.0,1e-06,0.4339,0.4121,0.029,0.862,optimal
1e-06,1000.0,10.0,1e-06,0.4216,0.43,0.051,0.28,optimal
1e-06,1000.0,100.0,1e-06,0.2658,0.3846,0.115,0.586,optimal
1e-06,1000.0,1000.0,1e-06,-0.036,0.2589,0.321,7.666,optimal
1e-06,1000.0,10000.0,1e-06,-0.0367,0.2653,0.34,3.984,optimal
1e-06,1000.0,100000.0,1e-06,-0.0367,0.2653,0.34,5.582,optimal
1e-06,1000.0,1000000.0,1e-06,-0.0367,0.2653,0.34,9.571,optimal
1e-06,10000.0,1e-06,1e-06,0.3939,0.3755,0.0,5.883,optimal
1e-06,10000.0,1e-05,1e-06,0.4063,0.3858,0.009,1.016,optimal
1e-06,10000.0,0.0001,1e-06,0.4035,0.3834,0.008,0.166,optimal
1e-06,10000.0,0.001,1e-06,0.4018,0.382,0.007,0.162,optimal
1e-06,10000.0,0.01,1e-06,0.401,0.3813,0.006,0.164,optimal
1e-06,10000.0,0.1,1e-06,0.4046,0.3844,0.007,0.393,optimal
1e-06,10000.0,1.0,1e-06,0.4339,0.4121,0.029,0.856,optimal
1e-06,10000.0,10.0,1e-06,0.4216,0.43,0.051,0.28,optimal
1e-06,10000.0,100.0,1e-06,0.2658,0.3846,0.115,0.627,optimal
1e-06,10000.0,1000.0,1e-06,-0.036,0.2589,0.321,16.351,optimal
1e-06,10000.0,10000.0,1e-06,-0.0367,0.2653,0.34,5.94,optimal
1e-06,10000.0,100000.0,1e-06,-0.0367,0.2653,0.34,15.019,optimal
1e-06,10000.0,1000000.0,1e-06,-0.0367,0.2653,0.34,12.937,optimal
1e-06,100000.0,1e-06,1e-06,0.3939,0.3755,0.0,5.813,optimal
1e-06,100000.0,1e-05,1e-06,0.4063,0.3858,0.009,1.022,optimal
1e-06,100000.0,0.0001,1e-06,0.4035,0.3834,0.008,0.166,optimal
1e-06,100000.0,0.001,1e-06,0.4018,0.382,0.007,0.163,optimal
1e-06,100000.0,0.01,1e-06,0.401,0.3813,0.006,0.165,optimal
1e-06,100000.0,0.1,1e-06,0.4046,0.3844,0.007,0.395,optimal
1e-06,100000.0,1.0,1e-06,0.4339,0.4121,0.029,0.899,optimal
1e-06,100000.0,10.0,1e-06,0.4216,0.43,0.051,0.297,optimal
1e-06,100000.0,100.0,1e-06,0.2658,0.3846,0.115,0.642,optimal
1e-06,100000.0,1000.0,1e-06,-0.036,0.2589,0.321,37.673,optimal
1e-06,100000.0,10000.0,1e-06,-0.0367,0.2653,0.34,14.968,optimal
1e-06,100000.0,100000.0,1e-06,-0.0367,0.2653,0.34,13.942,optimal
1e-06,100000.0,1000000.0,1e-06,-0.0367,0.2653,0.34,13.395,optimal
1e-06,1000000.0,1e-06,1e-06,0.3939,0.3755,0.0,5.977,optimal
1e-06,1000000.0,1e-05,1e-06,0.4063,0.3858,0.009,1.036,optimal
1e-06,1000000.0,0.0001,1e-06,0.4035,0.3834,0.008,0.167,optimal
1e-06,1000000.0,0.001,1e-06,0.4019,0.382,0.007,0.167,optimal
1e-06,1000000.0,0.01,1e-06,0.4011,0.3813,0.006,0.163,optimal
1e-06,1000000.0,0.1,1e-06,0.4046,0.3844,0.007,0.395,optimal
1e-06,1000000.0,1.0,1e-06,0.4339,0.4121,0.029,0.868,optimal
1e-06,1000000.0,10.0,1e-06,0.4216,0.43,0.051,0.281,optimal
1e-06,1000000.0,100.0,1e-06,0.2658,0.3846,0.115,0.627,optimal
1e-06,1000000.0,1000.0,1e-06,-0.0356,0.259,0.32,47.939,user_limit
1e-06,1000000.0,10000.0,1e-06,-0.0367,0.2653,0.34,10.648,optimal
1e-06,1000000.0,100000.0,1e-06,-0.0367,0.2653,0.34,14.302,optimal
1e-06,1000000.0,1000000.0,1e-06,-0.0367,0.2653,0.34,31.392,optimal
1e-05,1e-06,1e-06,1e-06,0.3939,0.3755,0.0,6.847,optimal
1e-05,1e-06,1e-05,1e-06,0.3939,0.3755,0.0,48.338,optimal_inaccurate
1e-05,1e-06,0.0001,1e-06,0.3939,0.3755,0.0,15.123,optimal
1e-05,1e-06,0.001,1e-06,0.3956,0.3769,0.002,0.283,optimal
1e-05,1e-06,0.01,1e-06,0.3941,0.3756,0.001,1.556,optimal
1e-05,1e-06,0.1,1e-06,0.3952,0.3765,0.002,2.488,optimal
1e-05,1e-06,1.0,1e-06,0.4042,0.3839,0.008,1.563,optimal
1e-05,1e-06,10.0,1e-06,0.434,0.4122,0.029,0.637,optimal
1e-05,1e-06,100.0,1e-06,0.4216,0.43,0.051,0.514,optimal
1e-05,1e-06,1000.0,1e-06,0.2658,0.3846,0.115,0.741,optimal
1e-05,1e-06,10000.0,1e-06,-0.036,0.2589,0.321,8.478,optimal
1e-05,1e-06,100000.0,1e-06,-0.0367,0.2653,0.34,3.979,optimal
1e-05,1e-06,1000000.0,1e-06,-0.0367,0.2653,0.34,16.97,optimal
1e-05,1e-05,1e-06,1e-06,0.3939,0.3755,0.0,6.84,optimal
1e-05,1e-05,1e-05,1e-06,0.3939,0.3755,0.0,47.831,optimal_inaccurate
1e-05,1e-05,0.0001,1e-06,0.3939,0.3755,0.0,14.468,optimal
1e-05,1e-05,0.001,1e-06,0.3956,0.3769,0.002,0.281,optimal
1e-05,1e-05,0.01,1e-06,0.3941,0.3756,0.001,1.553,optimal
1e-05,1e-05,0.1,1e-06,0.3952,0.3765,0.002,2.461,optimal
1e-05,1e-05,1.0,1e-06,0.4042,0.3839,0.008,1.552,optimal
1e-05,1e-05,10.0,1e-06,0.434,0.4122,0.029,0.627,optimal
1e-05,1e-05,100.0,1e-06,0.4216,0.43,0.051,0.513,optimal
1e-05,1e-05,1000.0,1e-06,0.2658,0.3846,0.115,0.755,optimal
1e-05,1e-05,10000.0,1e-06,-0.036,0.2589,0.321,8.689,optimal
1e-05,1e-05,100000.0,1e-06,-0.0367,0.2653,0.34,4.039,optimal
1e-05,1e-05,1000000.0,1e-06,-0.0367,0.2653,0.34,17.071,optimal
1e-05,0.0001,1e-06,1e-06,0.3939,0.3755,0.0,7.046,optimal
1e-05,0.0001,1e-05,1e-06,0.3939,0.3755,0.0,30.432,optimal
1e-05,0.0001,0.0001,1e-06,0.394,0.3756,0.0,0.164,optimal
1e-05,0.0001,0.001,1e-06,0.3947,0.3761,0.002,0.167,optimal
1e-05,0.0001,0.01,1e-06,0.3941,0.3756,0.001,2.263,optimal
1e-05,0.0001,0.1,1e-06,0.3951,0.3765,0.001,4.578,optimal
1e-05,0.0001,1.0,1e-06,0.4042,0.3839,0.008,2.019,optimal
1e-05,0.0001,10.0,1e-06,0.434,0.4122,0.029,0.753,optimal
1e-05,0.0001,100.0,1e-06,0.4216,0.43,0.051,0.508,optimal
1e-05,0.0001,1000.0,1e-06,0.2658,0.3846,0.115,0.392,optimal
1e-05,0.0001,10000.0,1e-06,-0.036,0.2589,0.321,6.47,optimal
1e-05,0.0001,100000.0,1e-06,-0.0367,0.2653,0.34,4.123,optimal
1e-05,0.0001,1000000.0,1e-06,-0.0367,0.2653,0.34,5.176,optimal
1e-05,0.001,1e-06,1e-06,0.3939,0.3755,0.0,6.942,optimal
1e-05,0.001,1e-05,1e-06,0.3939,0.3755,0.0,8.512,optimal
1e-05,0.001,0.0001,1e-06,0.3939,0.3755,0.0,0.164,optimal
1e-05,0.001,0.001,1e-06,0.394,0.3756,0.001,0.275,optimal
1e-05,0.001,0.01,1e-06,0.3941,0.3757,0.001,1.085,optimal
1e-05,0.001,0.1,1e-06,0.3951,0.3765,0.001,3.277,optimal
1e-05,0.001,1.0,1e-06,0.4042,0.3839,0.008,1.807,optimal
1e-05,0.001,10.0,1e-06,0.434,0.4122,0.029,0.651,optimal
1e-05,0.001,100.0,1e-06,0.4216,0.43,0.051,0.512,optimal
1e-05,0.001,1000.0,1e-06,0.2658,0.3846,0.115,0.51,optimal
1e-05,0.001,10000.0,1e-06,-0.036,0.2589,0.321,11.568,optimal
1e-05,0.001,100000.0,1e-06,-0.0367,0.2653,0.34,3.54,optimal
1e-05,0.001,1000000.0,1e-06,-0.0367,0.2653,0.34,18.778,optimal
1e-05,0.01,1e-06,1e-06,0.3939,0.3755,0.0,6.782,optimal
1e-05,0.01,1e-05,1e-06,0.3938,0.3755,0.001,3.948,optimal
1e-05,0.01,0.0001,1e-06,0.3939,0.3755,0.0,0.166,optimal
1e-05,0.01,0.001,1e-06,0.3942,0.3757,0.002,0.168,optimal
1e-05,0.01,0.01,1e-06,0.3942,0.3757,0.001,1.327,optimal
1e-05,0.01,0.1,1e-06,0.3951,0.3765,0.001,2.817,optimal
1e-05,0.01,1.0,1e-06,0.4042,0.3839,0.008,1.668,optimal
1e-05,0.01,10.0,1e-06,0.434,0.4122,0.029,0.629,optimal
1e-05,0.01,100.0,1e-06,0.4216,0.43,0.051,0.515,optimal
1e-05,0.01,1000.0,1e-06,0.2658,0.3846,0.115,0.859,optimal
1e-05,0.01,10000.0,1e-06,-0.036,0.2589,0.321,7.82,optimal
1e-05,0.01,100000.0,1e-06,-0.0367,0.2653,0.34,2.626,optimal
1e-05,0.01,1000000.0,1e-06,-0.0367,0.2653,0.34,12.71,optimal
1e-05,0.1,1e-06,1e-06,0.3939,0.3755,0.0,6.792,optimal
1e-05,0.1,1e-05,1e-06,0.3935,0.3752,0.002,20.983,optimal
1e-05,0.1,0.0001,1e-06,0.3937,0.3753,0.001,0.279,optimal
1e-05,0.1,0.001,1e-06,0.3942,0.3757,0.001,0.282,optimal
1e-05,0.1,0.01,1e-06,0.3939,0.3755,0.002,0.628,optimal
1e-05,0.1,0.1,1e-06,0.3952,0.3765,0.002,2.235,optimal
1e-05,0.1,1.0,1e-06,0.4042,0.3839,0.008,1.671,optimal
1e-05,0.1,10.0,1e-06,0.434,0.4122,0.029,0.633,optimal
1e-05,0.1,100.0,1e-06,0.4216,0.43,0.051,0.508,optimal
1e-05,0.1,1000.0,1e-06,0.2658,0.3846,0.115,0.852,optimal
1e-05,0.1,10000.0,1e-06,-0.036,0.2589,0.321,8.417,optimal
1e-05,0.1,100000.0,1e-06,-0.0367,0.2653,0.34,3.292,optimal
1e-05,0.1,1000000.0,1e-06,-0.0367,0.2653,0.34,5.238,optimal
1e-05,1.0,1e-06,1e-06,0.3939,0.3755,0.0,6.492,optimal
1e-05,1.0,1e-05,1e-06,0.394,0.3756,0.001,2.889,optimal
1e-05,1.0,0.0001,1e-06,0.3939,0.3755,0.0,0.177,optimal
1e-05,1.0,0.001,1e-06,0.3939,0.3755,0.0,0.164,optimal
1e-05,1.0,0.01,1e-06,0.394,0.3756,0.001,0.161,optimal
1e-05,1.0,0.1,1e-06,0.3951,0.3765,0.002,0.973,optimal
1e-05,1.0,1.0,1e-06,0.4042,0.3839,0.008,1.664,optimal
1e-05,1.0,10.0,1e-06,0.434,0.4122,0.029,0.634,optimal
1e-05,1.0,100.0,1e-06,0.4216,0.43,0.051,0.513,optimal
1e-05,1.0,1000.0,1e-06,0.2658,0.3846,0.115,0.744,optimal
1e-05,1.0,10000.0,1e-06,-0.036,0.2589,0.321,11.258,optimal
1e-05,1.0,100000.0,1e-06,-0.0367,0.2653,0.34,4.214,optimal
1e-05,1.0,1000000.0,1e-06,-0.0367,0.2653,0.34,19.327,optimal
1e-05,10.0,1e-06,1e-06,0.3939,0.3755,0.0,6.539,optimal
1e-05,10.0,1e-05,1e-06,0.3941,0.3756,0.002,1.463,optimal
1e-05,10.0,0.0001,1e-06,0.3938,0.3754,0.001,0.165,optimal
1e-05,10.0,0.001,1e-06,0.394,0.3756,0.001,0.164,optimal
1e-05,10.0,0.01,1e-06,0.3941,0.3756,0.001,0.165,optimal
1e-05,10.0,0.1,1e-06,0.3952,0.3765,0.003,0.162,optimal
1e-05,10.0,1.0,1e-06,0.4043,0.384,0.008,0.631,optimal
1e-05,10.0,10.0,1e-06,0.434,0.4122,0.029,0.514,optimal
1e-05,10.0,100.0,1e-06,0.4216,0.43,0.051,0.513,optimal
1e-05,10.0,1000.0,1e-06,0.2658,0.3846,0.115,0.278,optimal
1e-05,10.0,10000.0,1e-06,-0.036,0.2589,0.321,6.794,optimal
1e-05,10.0,100000.0,1e-06,-0.0367,0.2653,0.34,4.234,optimal
1e-05,10.0,1000000.0,1e-06,-0.0367,0.2653,0.34,5.077,optimal
1e-05,100.0,1e-06,1e-06,0.3939,0.3755,0.0,6.31,optimal
1e-05,100.0,1e-05,1e-06,0.3964,0.3775,0.003,1.004,optimal
1e-05,100.0,0.0001,1e-06,0.3957,0.3769,0.002,0.168,optimal
1e-05,100.0,0.001,1e-06,0.3953,0.3766,0.002,0.166,optimal
1e-05,100.0,0.01,1e-06,0.3951,0.3764,0.002,0.163,optimal
1e-05,100.0,0.1,1e-06,0.3956,0.3768,0.002,0.163,optimal
1e-05,100.0,1.0,1e-06,0.4041,0.3839,0.008,0.871,optimal
1e-05,100.0,10.0,1e-06,0.434,0.4122,0.029,0.399,optimal
1e-05,100.0,100.0,1e-06,0.4216,0.43,0.051,0.517,optimal
1e-05,100.0,1000.0,1e-06,0.2658,0.3846,0.115,0.281,optimal
1e-05,100.0,10000.0,1e-06,-0.036,0.2589,0.321,6.596,optimal
1e-05,100.0,100000.0,1e-06,-0.0367,0.2653,0.34,3.519,optimal
1e-05,100.0,1000000.0,1e-06,-0.0367,0.2653,0.34,4.43,optimal
1e-05,1000.0,1e-06,1e-06,0.3939,0.3755,0.0,5.76,optimal
1e-05,1000.0,1e-05,1e-06,0.3964,0.3775,0.003,1.032,optimal
1e-05,1000.0,0.0001,1e-06,0.3957,0.3769,0.002,0.166,optimal
1e-05,1000.0,0.001,1e-06,0.3953,0.3766,0.002,0.164,optimal
1e-05,1000.0,0.01,1e-06,0.3951,0.3764,0.002,0.162,optimal
1e-05,1000.0,0.1,1e-06,0.3956,0.3768,0.002,0.163,optimal
1e-05,1000.0,1.0,1e-06,0.4041,0.3839,0.008,0.86,optimal
1e-05,1000.0,10.0,1e-06,0.434,0.4122,0.029,0.396,optimal
1e-05,1000.0,100.0,1e-06,0.4216,0.43,0.051,0.514,optimal
1e-05,1000.0,1000.0,1e-06,0.2658,0.3846,0.115,0.512,optimal
1e-05,1000.0,10000.0,1e-06,-0.036,0.2589,0.321,9.295,optimal
1e-05,1000.0,100000.0,1e-06,-0.0367,0.2653,0.34,4.636,optimal
1e-05,1000.0,1000000.0,1e-06,-0.0367,0.2653,0.34,6.559,optimal
1e-05,10000.0,1e-06,1e-06,0.3939,0.3755,0.0,5.821,optimal
1e-05,10000.0,1e-05,1e-06,0.3964,0.3775,0.003,1.03,optimal
1e-05,10000.0,0.0001,1e-06,0.3957,0.3769,0.002,0.164,optimal
1e-05,10000.0,0.001,1e-06,0.3953,0.3766,0.002,0.16,optimal
1e-05,10000.0,0.01,1e-06,0.3951,0.3764,0.002,0.16,optimal
1e-05,10000.0,0.1,1e-06,0.3956,0.3768,0.002,0.163,optimal
1e-05,10000.0,1.0,1e-06,0.4041,0.3839,0.008,0.855,optimal
1e-05,10000.0,10.0,1e-06,0.434,0.4122,0.029,0.396,optimal
1e-05,10000.0,100.0,1e-06,0.4216,0.43,0.051,0.518,optimal
1e-05,10000.0,1000.0,1e-06,0.2658,0.3846,0.115,0.748,optimal
1e-05,10000.0,10000.0,1e-06,-0.036,0.2589,0.321,23.855,optimal
1e-05,10000.0,100000.0,1e-06,-0.0367,0.2653,0.34,7.156,optimal
1e-05,10000.0,1000000.0,1e-06,-0.0367,0.2653,0.34,7.696,optimal
1e-05,100000.0,1e-06,1e-06,0.3939,0.3755,0.0,5.773,optimal
1e-05,100000.0,1e-05,1e-06,0.3964,0.3775,0.003,1.023,optimal
1e-05,100000.0,0.0001,1e-06,0.3957,0.3769,0.002,0.164,optimal
1e-05,100000.0,0.001,1e-06,0.3953,0.3766,0.002,0.162,optimal
1e-05,100000.0,0.01,1e-06,0.3951,0.3764,0.002,0.163,optimal
1e-05,100000.0,0.1,1e-06,0.3956,0.3768,0.002,0.163,optimal
1e-05,100000.0,1.0,1e-06,0.4041,0.3839,0.008,0.854,optimal
1e-05,100000.0,10.0,1e-06,0.434,0.4122,0.029,0.394,optimal
1e-05,100000.0,100.0,1e-06,0.4216,0.43,0.051,0.51,optimal
1e-05,100000.0,1000.0,1e-06,0.2658,0.3846,0.115,0.62,optimal
1e-05,100000.0,10000.0,1e-06,-0.036,0.2589,0.321,43.209,optimal
1e-05,100000.0,100000.0,1e-06,-0.0367,0.2653,0.34,12.644,optimal
1e-05,100000.0,1000000.0,1e-06,-0.0367,0.2653,0.34,12.529,optimal
1e-05,1000000.0,1e-06,1e-06,0.3939,0.3755,0.0,5.875,optimal
1e-05,1000000.0,1e-05,1e-06,0.3964,0.3775,0.003,1.122,optimal
1e-05,1000000.0,0.0001,1e-06,0.3957,0.3769,0.002,0.16,optimal
1e-05,1000000.0,0.001,1e-06,0.3953,0.3766,0.002,0.161,optimal
1e-05,1000000.0,0.01,1e-06,0.3951,0.3764,0.002,0.164,optimal
1e-05,1000000.0,0.1,1e-06,0.3956,0.3768,0.002,0.167,optimal
1e-05,1000000.0,1.0,1e-06,0.4038,0.3836,0.007,0.396,optimal
1e-05,1000000.0,10.0,1e-06,0.434,0.4122,0.029,0.397,optimal
1e-05,1000000.0,100.0,1e-06,0.4216,0.43,0.051,0.514,optimal
1e-05,1000000.0,1000.0,1e-06,0.2658,0.3846,0.115,0.618,optimal
1e-05,1000000.0,10000.0,1e-06,-0.0362,0.2583,0.32,47.854,user_limit
1e-05,1000000.0,100000.0,1e-06,-0.0367,0.2653,0.34,19.74,optimal
1e-05,1000000.0,1000000.0,1e-06,-0.0367,0.2653,0.34,16.306,optimal
